,id,text,label,average_subjectivity,majority_subjectivity,average_hidden_assumptions,majority_hidden_assumptions,average_bias_west,majority_bias_west,average_bias_russia,majority_bias_russia
1134,53-8,17 December Russia agrees to buy 15bn of Ukrainian government bonds and slash the price of gas it sells to the country,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1135,53-9,16 January 2014 Parliament passes law restricting the right to protest,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1136,53-10,22 January Two protesters die from bullet wounds during clashes with police in Kiev protests spread across many cities,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1137,53-11,25 January President Yanukovych offers senior jobs to the opposition including that of prime minister but these are rejected,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1138,53-12,28 January Parliament votes to annul protest law and President Yanukovych accepts resignation of PM and cabinet,0,0.2,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
1139,53-13,29 January Parliament passes amnesty law for detained protesters under the condition occupied buildings are vacated,0,0.2,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
1140,53-14,Ukrainian President Viktor Yanukovych is due to meet Mr Putin on Friday in Sochi on the opening day of the Winter Olympic Games there ,0,0.2,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
1141,53-15,He held talks in Kiev with US Assistant Secretary of State Victoria Nuland on Thursday at which he said he favoured dialogue and compromise with the opposition ,0,0.2,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
1142,53-16,Meanwhile an audio recording has been posted online which is purported to be a hacked phone conversation between Ms Nuland and US Ambassador Geoffrey Pyatt in which the female speaker dismisses EU efforts to resolve the crisis using an expletive ,0,0.2,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
1143,53-17,The two speakers also discuss frankly the merits of the three main Ukrainian opposition leaders in the conversation ,0,0.2,0.0,0.0,0.0,0.8571428571428571,1.0,0.7142857142857143,1.0
1144,53-18,The US embassy declined to comment on the tape ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1145,53-19,Thousands of Ukrainian opposition activists some carrying shields and baseball bats marched from their camp on Independence Square in the capital Kiev to parliament in a show of force on Thursday ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1146,53-20,They came close to government supporters who are camped next to parliament behind barricades manned by hundreds of police but the march passed off peacefully ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1147,53-21,In another development a man received a serious hand injury when he reportedly opened a letter bomb inside one of the buildings occupied by protesters in Kiev Trade Union House ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1148,53-22,He was rushed to hospital police confirmed ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1149,53-23,Flagrantly and unilaterally ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1150,53-24,Mr Glazyev told Kommersant newspaper s Ukrainian edition According to this document the memorandum Russia and the US are guarantors of the sovereignty and territorial integrity of Ukraine and frankly speaking they are obliged to intervene when conflict situations of this kind arise ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1151,53-25,The memorandum which also involved the UK was signed after Ukraine gave up its claim to any part of the Soviet nuclear arsenal after the dissolution of the USSR ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1152,53-26,Mr Glazyev who is widely regarded as Mr Putin s chief adviser on Ukraine gave a wide ranging interview to Kommersant ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1153,53-27,He warned that if the opposition did not end its occupation of Independence Square which is now into its fourth month President Yanukovych might have no choice but to use force ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1154,53-28, In a situation when the authorities encounter a coup attempt they simply have no choice but to use force he said ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1155,53-29, Otherwise the country will be plunged into chaos ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1156,53-30,Accusing the Americans of interfering flagrantly and unilaterally in the internal affairs of Ukraine he said There is information that within the grounds of the American embassy there is training for fighters that they re arming them ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1157,53-31,Mr Glazyev predicted the situation there would normalise if the US desisted from intervening ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1158,53-32,Russia itself has been widely accused of intervening in Ukraine using its economic clout to persuade President Yanukovych and his allies to abandon closer ties with the EU in favour of Russia and other ex Soviet states ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1159,53-33,The current stand off in the streets began in November after President Yanukovych refused to sign a far reaching agreement with Brussels at the last moment ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1160,53-34,It descended into violence last month after a new law to curb protests which has since been repealed provoked fury among the opposition ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1161,53-35,At least three protesters died in the violence as did at least three police officers and hundreds of people were injured ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1162,53-36,The opposition accuses the security forces of abducting and torturing activists ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1163,53-37,One of these Dmytro Bulatov who has been receiving medical treatment in Lithuania told reporters on Thursday he had been beaten choked and interrogated in an ordeal lasting eight days ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1164,53-38, I was telling them lies just to stop the torture said Mr Bulatov 35 ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1165,53-39, At one point I asked them to kill me because I couldn t stand it anymore ,0,0.2,0.0,0.0,0.0,0.7142857142857143,1.0,0.7142857142857143,1.0
1166,54-0,Ukraine Says It Uncovered Plot to Create People s Republic in Odessa,0,1.0,0.0,1.0,0.0,0.9230769230769231,1.0,0.9230769230769231,1.0
1167,54-1,Ukraine s Security Service said it has detained several people accused of plotting to declare a separatist people s republic in Odessa on the Black Sea similarly to rebel territories in Ukraine s east ,0,0.4,0.0,0.0,0.0,0.9230769230769231,1.0,0.9230769230769231,1.0
1168,54-2,Security officers seized explosives and weapons from members of the alleged rebel group the SBU said Monday on its website ,0,0.2,0.0,0.6,0.0,0.9230769230769231,1.0,0.9230769230769231,1.0
1169,54-3,The security service also claimed that the alleged separatist group was headed by a Russian citizen whom the statement identified only by his last name Stepanov and was created and funded by Russian secret services ,0,0.4,0.0,1.0,0.0,0.9230769230769231,1.0,0.9230769230769231,1.0
1170,54-4,Odessa a Black Sea port city with a substantial Russian speaking population was the site of deadly clashes between pro Moscow and pro European activists this spring ,0,0.2,0.0,0.0,0.0,0.9230769230769231,1.0,0.9230769230769231,1.0
1171,54-5,More than 40 people were killed during the violence most of whom were caught in a building that was set on fire ,0,0.2,0.0,0.0,0.0,0.9230769230769231,1.0,0.9230769230769231,1.0
1172,54-6,Since then the city renowned across the former Soviet Union for its ethnic mix and a wry sense of humor has remained largely peaceful ,0,0.2,0.0,0.0,0.0,0.9230769230769231,1.0,0.9230769230769231,1.0
1173,55-0,Putin deserves medal for pushing Ukraine towards EU,0,0.8,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1174,55-1,A Ukrainian opposition leader jokingly said yesterday 29 August that by staging a trade war against Ukraine Russian President Vladimir Putin deserved a medal for boosting Kyiv s chances of signing its Association Agreement with the EU in November ,0,0.8,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1175,55-2,Arseniy Yatsenyuk leader of the Batkivschchyna party of jailed former Prime Minister Yulia Tymoshenko said that after the Vilnius Eastern Partnership summit on 28 and 29 November when Ukraine is expected to sign its EU Association Agreement he would ask that Putin be awarded for achieving this goal ,0,0.8,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1176,55-3,Yatseniuk and two other parliamentary opposition leaders Vitali Klitschko UDAR and Oleh Tiahnybok Svoboda spoke to the Brussels press yesterday together with Enlargement and Neighbourhood Commissioner tefan F le ,0,0.8,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1177,55-4, Russians have decided to make punitive actions against Ukraine Yatseniuk said referring to the recently launched trade war against his country which he said paved the way for Ukraine s EU integration ,0,0.8,0.0,0.0,0.0,1.2,1.0,0.6,1.0
1178,55-5, The Berlin wall fell more than 20 years ago and there is no need to construct a new one ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1179,55-6,But these guys in Moscow want to build it on the Ukrainian EU border Yatseniuk said speaking in English ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1180,55-7,On 22 August Russian President Vladimir Putin warned that Moscow may have to use protective measures should Ukraine sign a trade agreement with the EU ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1181,55-8,Russia is pushing Ukraine to become part of its Customs Union already joined by Belarus and Kazakhstan ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1182,55-9,Brussels has made it clear that membership of the Customs Union and association status with the EU are incompatible ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1183,55-10,Asked by EURACTIV if he thought that a recent document published by Zerkalo Nedeli which appears to be a leaked Kremlin strategy to bring Ukraine back into Russia s orbit is genuine and if it should be taken seriously by EU leaders Yatseniuk said ,0,0.8,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1184,55-11, We are not the experts to determine the signature of this action plan ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1185,55-12,But look at the actions the Russians are taking and look at the language of this document ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1186,55-13,They are similar ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1187,55-14,It seems to me that this action plan is quite authentic Yatseniuk said ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1188,55-15,Russia s action plan ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1189,55-16,The 14 page document the authenticity of which cannot be verified says that the eventual membership of Ukraine to the Russian sponsored Customs Union would bring additional trade exchange to the volume of 9 billion 6 7 billion while the proposed EU Ukraine free trade agreement would worsen Kyiv s trade balance by 1 5 billion 1 12 billion ,0,0.8,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1190,55-17,This largely corresponds to a recent statement by Russian presidential advisor Sergei Glyazev who said that signing the free trade agreement with the EU would be suicidal for Ukraine ,0,0.8,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1191,55-18,The paper indicates that Russia will deploy all efforts to prevent Ukraine from signing the EU pact and that it will strongly back pro Russian candidate Viktor Medvedchuk at the 2015 presidential election ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1192,55-19, Ukrainian Choice the political party of Medvedchuk is envisaged to play a leading role in promoting the country s accession to the Customs Union ,0,0.2,0.0,0.0,0.0,0.8,0.5,0.6,1.0
1193,55-20,Indeed over a recent visit to Ukraine Putin reportedly spent only 15 minutes in a meeting with his counterpart Yanukovich but attended a long event hosted by Medvedchuk ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1194,55-21,Among the measures envisaged in the paper is neutralising the media impact of pro European forces in Ukraine by supporting opinion makers who are favourable to Russia as well as sanctioning pro European Ukrainian oligarchs ,0,0.8,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1195,55-22,The goal is for Ukraine to join the Customs Union in 2015 according to the document ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1196,55-23,The paper also envisions that pro European civil servants in Ukraine institutions especially in the ministry of foreign affairs and the ministry of defence who are de facto agents for Euro Atlantic influence should be discredited and not allowed to remain in office after the presidential election ,0,0.8,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1197,55-24,The paper also advises that President of Belarus Alexander Lukashenko should put pressure on his Ukrainian counterpart Viktor Yanukovych and convince him to turn to Moscow as EU leaders don t like him anyway ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1198,55-25,However recent developments between Russia and Belarus would most likely discourage any country to join the Customs Union ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1199,55-26,Tension between Russia and Belarus rose yesterday as Moscow warned oil supply cuts to its energy poor neighbour could last for months and Minsk threatened to open a criminal case against a Russian tycoon with Kremlin ties ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1200,55-27,Positions,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1201,55-28,Ukrainian President Viktor Yanukovych said yesterday 29 August that he was convinced his country would sign a free trade deal with the European Union as part of a broader association agreement the Russian agency RIA Novosti reported ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1202,55-29, For today I see no obstacles to signing this document he said in comments aired on Ukrainian television ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1203,55-30, All requirements put forward by the European Union will be met ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1204,55-31,I have no doubts about that ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1205,55-32,Yanukovych also commented on the trade war describing it as hasty and ill thought out ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1206,55-33,He said Russia and Ukraine who have had a series of politically driven commercial spats since the fall of the Soviet Union should find a pragmatic solution on how to manage their economic relations ,0,0.8,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1207,55-34, I m far from thinking that we should make our relations with Russia and Customs Union states more complicated ,0,0.8,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1208,55-35,On the contrary we should think of how to make them simpler and search for mutual understanding he said ,0,0.8,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1209,55-36, The Russian president is also concerned about this issue because he clearly understands that any complicated situation concerning these ties would affect both Ukraine and Russia ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1210,55-37,An association agreement between the EU and Ukraine was initialled more than a year ago and a Deep and Comprehensive Free Trade Agreement DCFTA was agreed as well in principle ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1211,55-38,However the EU made their signature conditional on progress made in areas such as democratic and judicial reforms including the release from prison of former prime minister Yulia Tymoshenko ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
1212,55-39,The draft agreement offers closer political and economic cooperation but stops short of offering a path towards EU accession ,0,0.2,0.0,0.0,0.0,0.6,1.0,0.6,1.0
