,id,text,label,pos,bias_type,quote,aim
1137,1137,A few days later the F B I director at the time James B Comey recommended no charges be filed against her in the matter ,1,"A few days later, the F.B.I. director at the time, James B. Comey, recommended no charges be filed against her in the matter.",inf,no,ind_anti
1138,1138,Flynn lied and they destroyed his life ,1,Flynn lied and they destroyed his life.”,inf,yes,dir
1139,1139, Hillary Clinton lied many times to the FBI nothing happened to her Flynn lied and they destroyed his life Trump said ,1,"“Hillary Clinton lied many times to the FBI, nothing happened to her. Flynn lied and they destroyed his life,”",inf,yes,ind_anti
1140,1140,The president without offering specifics said his 2016 Democratic rival lied many times during her FBI interview in early July ,1,without offering specifics,inf,no,dir
1141,1141, Nothing happened to her Flynn lied and it s like they ruined his life Very unfair Trump said echoing a weekend tweet in which he asked whether a double standard was at play ,1,Very unfair,inf,yes,ind_anti
1142,1142,It is a shame because his actions during the transition were lawful ,1,It is a shame because his actions during the transition were lawful.,inf,yes,dir
1143,1143,Flynn is now cooperating with Special Counsel Robert Mueller s investigators in the Russia meddling case though it s unclear what exactly he might reveal about Trump and his associates ,1,though it’s unclear what exactly he might reveal about Trump and his associates,inf,no,dir
1144,1144, Hillary Clinton lied many times to the FBI and nothing happened to her ,1,"“Hillary Clinton lied many times to the FBI, and nothing happened to her.",inf,yes,ind_general
1145,1145,Flynn lied and it s like it ruined his life ,1,"Flynn lied, and it’s like, it ruined his life.",inf,yes,ind_general
1146,1146,It s very unfair ,1,It’s very unfair.”,inf,yes,ind_general
1147,1147,Flynn s indictment however makes it increasingly difficult for the president to distance himself ,1,"Flynn’s indictment, however, makes it increasingly difficult for the president to distance himself.",inf,no,dir
1148,1148,As Senate Democrats float new options for complicating a vote on President Trump s Supreme Court nominee Republicans appear ready to return fire with a bomb of their own a nuclear one ,1,complicating,lex,no,dir
1149,1149,As Senate Democrats float new options for complicating a vote on President Trump s Supreme Court nominee Republicans appear ready to return fire with a bomb of their own a nuclear one ,1,return fire with a bomb of their own – a nuclear one,lex,no,dir
1150,1150,The threat comes as Democrats not only threaten to filibuster but suggest he shouldn t get a vote until the FBI completes its probe of possible links between Russia and Trump associates ,1,threaten,lex,no,dir
1151,1151,Republicans panned the call as ridiculous ,1,"Republicans panned the call as ""ridiculous.""",inf,no,dir
1152,1152, It is unseemly to be moving forward so fast on confirming a Supreme Court justice with a lifetime appointment while this big gray cloud of an FBI investigation hangs over the presidency Schumer said ,1,big gray cloud,lex,yes,ind_pro
1153,1153, You can bet if the shoe were on the other foot and a Democratic president was under investigation by the FBI the Republicans would be howling at the moon about filling a Supreme Court seat in such circumstances ,1,howling at the moon,lex,yes,dir
1154,1154,Last year Mr McConnell led his party in refusing to consider President Obama s choice for the seat Judge Merrick B Garland during a presidential election campaign ,1,"Last year, Mr. McConnell led his party in refusing to consider President Obama’s choice for the seat, Judge Merrick B. Garland, during a presidential election campaign.",inf,no,dir
1155,1155,The group had also given its highest rating to Judge Garland ,1,The group had also given its highest rating to Judge Garland.,inf,no,ind_anti
1156,1156,Mr Jaffer pointed to documents showing for example that Judge Gorsuch had worked to get Congress to enact a law stripping courts of jurisdiction to hear lawsuits by Guant namo Bay detainees and in one email chain he criticized law firms that helped represent prisoners in seeking judicial review of their detention ,1,"Mr. Jaffer pointed to documents showing, for example, that Judge Gorsuch had worked to get Congress to enact a law stripping courts of jurisdiction to hear lawsuits by Guantánamo Bay detainees, and in one email chain he criticized law firms that helped represent prisoners in seeking judicial review of their detention.",inf,no,dir
1157,1157,If Democrats band together the Senate majority leader Mitch McConnell Republican of Kentucky has threatened to pursue the so called nuclear option eliminating the filibuster for Supreme Court selections ,1,threatened,lex,no,dir
1158,1158,During the four days of hearings even Judge Gorsuch s critics did not dispute his credentials ,1,even Judge Gorsuch’s critics did not dispute his credentials,inf,no,dir
1159,1159,Two of Judge Gorsuch s former colleagues on the United States Court of Appeals for the 10th Circuit in Denver Deanell Reece Tacha appointed by President Ronald Reagan and Robert Harlan Henry appointed by President Bill Clinton praised his intellect and temperament ,1,praised his intellect and temperament,inf,no,dir
1160,1160,It is no surprise that Democrats find little need to take this opinion seriously anymore ,1,It is no surprise that Democrats find little need to take this opinion seriously anymore.,inf,no,dir
1161,1161, Some likened it to the action of the tyrannical kings who claim that they have sole control as one of our senators referred to here a few minutes ago ,1,"“Some likened it to the action of the tyrannical kings who claim that they have sole control, as one of our senators referred to here a few minutes ago.”",inf,yes,dir
1162,1162,These included Citizens United v Federal Election Commission which opened the door to unlimited corporate spending in politics Shelby County v Holder which overturned a key section of the voting rights act and numerous pro corporate decisions limiting the rights of citizens to challenge corporations in courts reducing the ability of states to protect patient and privacy and allowing mutual funds to lie to investors ,1,"These included Citizens United v. Federal Election Commission, which opened the door to unlimited corporate spending in politics; Shelby County v. Holder, which overturned a key section of the voting rights act; and numerous pro-corporate decisions limiting the rights of citizens to challenge corporations in courts, reducing the ability of states to protect patient and privacy and allowing mutual funds to lie to investors.",inf,no,dir
1163,1163,At the base of this argument was a simple question that has been dogging Democrats ever since the infamous Bush v Gore decision on the 2000 presidential election Is the Supreme Court rigged to benefit corporations the wealthy and well Republicans ,1,rigged,lex,no,dir
