id,text,label,label_multiclass
5706, 21 million Americans could have a four year college scholarship for the money we ve squandered in Iraq 7 6 million teachers could have been hired last year if we weren t squandering this money ,0,2
5707,Under the Obama administration we are drilling and producing more domestic energy supplies than we ever had before ,0,2
5708,Federal law requires residents to participate in the U S governments American Community Survey ,0,1
5709,I deployed the Texas National Guard to the Texas Mexico border And the policy worked apprehensions at the border declined 74 percent ,0,3
5710,Since World War II only Gerald Ford and Bill Clinton have had worse ratings after seven months than President Obama ,0,0
5711,Under Barack Obama s health care proposal if you ve got a health care plan that you like you can keep it ,0,0
5712,After a federal inquiry corroborated Hillary Clinton on Whitewater the next day there was nothing in the media about it ,0,2
5713,The Democratic Party is the oldest continuous political party in the world ,0,1
5714,The major immigration issue was about Poles and Bulgarians and Romanians and that they werent contributing economically The unemployment rate among Poles in Britain is lower than the unemployment rate among Brits ,0,0
5715,Under the health care law everybody will have lower rates better quality care and better access ,1,4
5716,Hillary Clinton wants to wave the white flag of surrender and set a date for withdrawal ,0,2
5717,All members of Congress are required to be in Obamacare but Obama and members of his administration have their own gold plated health care plans that theyre in ,0,2
5718,Trumps Health Secretary Pick Wants a Medicare Phaseout by Summer 2017 ,1,4
5719,Health insurance companies deny 1 out of 5 treatments prescribed by doctors ,1,4
5720,The United States is no longer top nation in the globe on infrastructure having fallen to 15th ,0,0
5721, Average families are spending roughly 2 000 more a year on energy costs It s like a 2 000 energy tax in just the last seven years more than three times what the typical American family received from the Bush tax cuts ,0,2
5722,Rhode Island could tell you who has a camper but we couldnt figure out who has a gun ,0,1
5723,Says the United States does not trade as much as other developed nations ,0,0
5724,A state agency wanted to fire an employee who spent four hours per day watching pornography but the state employment commission reinstated the person ,0,1
5725, If we increase fuel efficiency standards to 40 45 miles a gallon we would have to import zero oil from the Middle East ,0,2
5726,Says U S Senate rival Eric Hovde refused to pay his property taxes until he was taken to court ,0,1
5727,Ted Cruz was the longest serving solicitor general in the history of Texas ,0,0
5728,Today home sales are up nearly 50 percent from where they were in the worst of the crisis ,0,1
5729,Polls on legalizing same sex marriage are not dramatically changing ,1,4
5730,The McCain campaign did not elaborate on Obama s ties to ACORN ,1,4
5731,In the House health care bill Something like 2 percent of the people would be eligible even to get the public option ,1,4
5732,New Mexico is the second Hollywood because of tax incentives for the film industry ,0,2
5733,Anywhere in the world when someone uses a mobile phone e mail the Internet or GPS they are enjoying the benefits of the American miracle ,0,1
5734,Says that in Texas Republican nominees get 40 percent of the Latino vote on average ,0,1
5735, Senator McCain would pay for part of his health care plan by making drastic cuts in Medicare 882 billion worth ,1,4
5736,Says Oregons political tax credit is something every state should have and no other state does ,1,4
5737,The United States doesnt have the highest murder rate among developed countries You look at Russia you look at Brazil those are countries that have 3 to 5 times higher murder rates than what we have here in the United States ,0,2
5738,President Barack Obamas policies have resulted in gas prices being reduced from 3 07 per gallon when he was sworn in in 2009 to 2 30 today ,1,4
5739,When Marcy Kaptur fought for the Democrats prescription drug benefit for seniors Dennis Kucinich voted no ,1,4
5740,I released the most extensive financial review of anybody in the history of politics You dont learn much in a tax return ,1,4
5741,The Obama administration willfully leaked the existence of STUXNET a computer worm used against Iran allowing our enemies to learn more of our secrets and of our operations ,0,2
5742,When Susan Rice spoke about Benghazi on Sunday news shows she said that al Qaida might be involved or other al Qaida affiliates might be involved or non al Qaida Libyan extremists which I think demonstrates that there was no effort to play that down ,0,3
5743,Wisconsins effective unemployment rate is 20 percent ,1,4
5744,The Milwaukee Police Department has seized nearly as many firearms this year as the much larger New York City Police Department ,0,0
5745,Congresswoman Ros Lehtinen has long record of voting against VA backlog fixes ,1,4
5746, Among his Obama s pet projects is a bill which would commit the U S to spending 0 7 percent of gross national product on foreign aid ,1,4
5747,Says that under President Obama theres been a substantial increase in federal government jobs ,1,4
5748,We have the second highest corporate tax rate among our trading partners ,0,1
5749,Says 1 100 of the tuition paid by every Oregon university student annually goes just to pay the costs of PERS ,0,1
5750,More than 32 000 Americans lose their lives to gun violence each year ,0,1
5751,On transportation financing,0,2
5752,A bill to cap carbon emissions could cost Ohio 100 000 jobs ,0,3
5753,I am the only candidate for lieutenant governor to oppose in state tuition for illegal immigrants ,1,4
5754,When the Constitution was written only 20 to 25 percent of the people in the country could vote ,0,1
5755,Obama has proposed 442 tax hikes since taking office ,0,3
5756,Says Obama flip flopped on a gas tax holiday ,0,3
5757,The Ukraine Orange Revolution in 2004 was the first color revolution ,1,4
5758, McCollum admitted he didn t think that the subprime mortgage crisis was a big deal telling reporters he thought that the subprime collapse had been exaggerated by the media and investors and that it s not the end of the world ,1,5
5759,Every month another 50 000 U S born Hispanics turn 18 and become eligible to vote ,0,1
5760,The health bill s plan for comparative effectiveness research would be used by the government to ration care ,1,4
5761,We supported the first new nuclear power plant in three decades ,0,1
5762,Under Gov Kasich Ohio wages have increased by 10 3 billion ,0,0
5763,New carbon regulations will increase electric bills by 17 billion every year and potentially put an average of 224 000 more people out of work every year ,1,4
